,publisher,publisher_categories,keywords,title,publicationYear,author(s),researcher,tot_appearances,tot_pubYrs,tot_keywords,tot_publishers
4569,strasbourg astronomical data center,scientific,0,high resolution nir rvs of k2-m4 low-mass stars,2016,r white," white, r.",5,5,5,4
4570,strasbourg astronomical data center,scientific,0,high resolution nir rvs of k2-m4 low-mass stars,2016,s mills," mills, s.",1,1,1,1
4571,strasbourg astronomical data center,scientific,0,high resolution nir rvs of k2-m4 low-mass stars,2016,c beichman," beichman, c.",1,1,1,1
4572,strasbourg astronomical data center,scientific,0,high resolution nir rvs of k2-m4 low-mass stars,2016,j johnson," johnson, j.a.",1,1,1,1
4573,strasbourg astronomical data center,scientific,0,high resolution nir rvs of k2-m4 low-mass stars,2016,d ciardi," ciardi, d.r.",1,1,1,1
4574,strasbourg astronomical data center,scientific,0,high resolution nir rvs of k2-m4 low-mass stars,2016,k wallace," wallace, k.",1,1,1,1
4575,strasbourg astronomical data center,scientific,0,high resolution nir rvs of k2-m4 low-mass stars,2016,b mennesson," mennesson, b.",1,1,1,1
4576,strasbourg astronomical data center,scientific,0,high resolution nir rvs of k2-m4 low-mass stars,2016,k von braun," von braun, k.",1,1,1,1
4577,strasbourg astronomical data center,scientific,0,high resolution nir rvs of k2-m4 low-mass stars,2016,g vasisht," vasisht, g.",1,1,1,1
4578,strasbourg astronomical data center,scientific,0,high resolution nir rvs of k2-m4 low-mass stars,2016,l prato," prato, l.",1,1,1,1
4579,strasbourg astronomical data center,scientific,0,high resolution nir rvs of k2-m4 low-mass stars,2016,s kane," kane, s.r.",1,1,1,1
4580,strasbourg astronomical data center,scientific,0,high resolution nir rvs of k2-m4 low-mass stars,2016,e mamajek," mamajek, e.e.",30,14,2,2
4581,strasbourg astronomical data center,scientific,0,high resolution nir rvs of k2-m4 low-mass stars,2016,b walp," walp, b.",1,1,1,1
4582,strasbourg astronomical data center,scientific,0,high resolution nir rvs of k2-m4 low-mass stars,2016,t crawford," crawford, t.j.",1,1,1,1
4583,strasbourg astronomical data center,scientific,0,high resolution nir rvs of k2-m4 low-mass stars,2016,r rougeot," rougeot, r.",1,1,1,1
4584,strasbourg astronomical data center,scientific,0,high resolution nir rvs of k2-m4 low-mass stars,2016,c geneser," geneser, c.s.",1,1,1,1
4585,strasbourg astronomical data center,scientific,0,high resolution nir rvs of k2-m4 low-mass stars,2016,j catanzarite," catanzarite, j.",1,1,1,1
4586,the cambridge structural database,scientific,0,ccdc 1406903: experimental crystal structure determination,2016,r sabatini,"sabatini, randy p.",4,3,1,1
4587,the cambridge structural database,scientific,0,ccdc 1406903: experimental crystal structure determination,2016,b lindley," lindley, brian",1,1,1,1
4588,the cambridge structural database,scientific,0,ccdc 1406903: experimental crystal structure determination,2016,t mccormick," mccormick, theresa m.",7,4,3,2
4589,the cambridge structural database,scientific,0,ccdc 1406903: experimental crystal structure determination,2016,t lazarides," lazarides, theodore",4,4,2,2
4590,the cambridge structural database,scientific,0,ccdc 1406903: experimental crystal structure determination,2016,w brennessel," brennessel, william w.",327,18,10,2
4591,the cambridge structural database,scientific,0,ccdc 1406903: experimental crystal structure determination,2016,d mccamant," mccamant, david w.",7,6,3,2
4592,the cambridge structural database,scientific,0,ccdc 1406903: experimental crystal structure determination,2016,r eisenberg," eisenberg, richard",81,21,6,3
4593,the cambridge structural database,scientific,0,ccdc 1006047: experimental crystal structure determination,2016,s daifuku,"daifuku, stephanie l.",16,7,3,2
4594,the cambridge structural database,scientific,0,ccdc 1006047: experimental crystal structure determination,2016,m al-afyouni," al-afyouni, malik h.",11,5,2,2
4595,the cambridge structural database,scientific,0,ccdc 1006047: experimental crystal structure determination,2016,b snyder," snyder, benjamin e. r.",7,4,3,2
4596,the cambridge structural database,scientific,0,ccdc 1006047: experimental crystal structure determination,2016,j kneebone," kneebone, jared l.",12,5,3,2
4597,the cambridge structural database,scientific,0,ccdc 1006047: experimental crystal structure determination,2016,m neidig," neidig, michael l.",70,10,5,2
4598,the cambridge structural database,scientific,0,ccdc 1496574: experimental crystal structure determination,2016,n boyde,"boyde, nicholas c.",3,2,2,2
4599,the cambridge structural database,scientific,0,ccdc 1496574: experimental crystal structure determination,2016,n rightmire," rightmire, nicholas r.",5,3,2,2
4600,the cambridge structural database,scientific,0,ccdc 1496574: experimental crystal structure determination,2016,e bierschenk," bierschenk, eric j.",1,1,1,1
4601,the cambridge structural database,scientific,0,ccdc 1496574: experimental crystal structure determination,2016,g steelman," steelman, grant w.",1,1,1,1
4602,the cambridge structural database,scientific,0,ccdc 1496574: experimental crystal structure determination,2016,t hanusa," hanusa, timothy p.",12,7,3,2
4603,the cambridge structural database,scientific,0,ccdc 1496574: experimental crystal structure determination,2016,w brennessel," brennessel, william w.",327,18,10,2
4604,the cambridge structural database,scientific,0,ccdc 1507412: experimental crystal structure determination,2016,s bellows,"bellows, sarina m.",6,4,4,2
4605,the cambridge structural database,scientific,0,ccdc 1507412: experimental crystal structure determination,2016,n arnet," arnet, nicholas a.",4,2,2,2
4606,the cambridge structural database,scientific,0,ccdc 1507412: experimental crystal structure determination,2016,p gurubasavaraj," gurubasavaraj, prabhuodeyara m.",3,2,2,2
4607,the cambridge structural database,scientific,0,ccdc 1507412: experimental crystal structure determination,2016,w brennessel," brennessel, william w.",327,18,10,2
4608,the cambridge structural database,scientific,0,ccdc 1507412: experimental crystal structure determination,2016,e bill," bill, eckhard",27,10,2,2
4609,the cambridge structural database,scientific,0,ccdc 1507412: experimental crystal structure determination,2016,t cundari," cundari, thomas r.",22,13,5,2
4610,the cambridge structural database,scientific,0,ccdc 1507412: experimental crystal structure determination,2016,p holland," holland, patrick l.",111,17,6,2
4611,the cambridge structural database,scientific,0,ccdc 1507202: experimental crystal structure determination,2016,s vaday,"vaday, shai",1,1,1,1
4612,the cambridge structural database,scientific,0,ccdc 1507202: experimental crystal structure determination,2016,h geiger," geiger, h. cristina",1,1,1,1
4613,the cambridge structural database,scientific,0,ccdc 1507202: experimental crystal structure determination,2016,b cleary," cleary, brian",1,1,1,1
4614,the cambridge structural database,scientific,0,ccdc 1507202: experimental crystal structure determination,2016,j perlstein," perlstein, jerry",2,2,1,1
4615,the cambridge structural database,scientific,0,ccdc 1507202: experimental crystal structure determination,2016,d whitten," whitten, david g.",1,1,1,1
4616,the cambridge structural database,scientific,0,ccdc 1510753: experimental crystal structure determination,2016,y huang,"huang, yu-wen",2,1,2,2
4617,the cambridge structural database,scientific,0,ccdc 1510753: experimental crystal structure determination,2016,a frontier," frontier, alison j.",51,19,3,2
4618,the cambridge structural database,scientific,0,ccdc 1446524: experimental crystal structure determination,2016,r sabatini,"sabatini, randy p.",4,3,1,1
4619,the cambridge structural database,scientific,0,ccdc 1446524: experimental crystal structure determination,2016,m mark," mark, michael f.",1,1,1,1
4620,the cambridge structural database,scientific,0,ccdc 1446524: experimental crystal structure determination,2016,d mark," mark, daniel j.",1,1,1,1
4621,the cambridge structural database,scientific,0,ccdc 1446524: experimental crystal structure determination,2016,m kryman," kryman, mark w.",1,1,1,1
4622,the cambridge structural database,scientific,0,ccdc 1446524: experimental crystal structure determination,2016,j hill," hill, jacqueline e.",1,1,1,1
4623,the cambridge structural database,scientific,0,ccdc 1446524: experimental crystal structure determination,2016,w brennessel," brennessel, william w.",327,18,10,2
4624,the cambridge structural database,scientific,0,ccdc 1446524: experimental crystal structure determination,2016,m detty," detty, michael r.",1,1,1,1
4625,the cambridge structural database,scientific,0,ccdc 1446524: experimental crystal structure determination,2016,r eisenberg," eisenberg, richard",81,21,6,3
4626,the cambridge structural database,scientific,0,ccdc 1446524: experimental crystal structure determination,2016,d mccamant," mccamant, david w.",7,6,3,2
4627,the cambridge structural database,scientific,0,ccdc 1451243: experimental crystal structure determination,2016,y jiao,"jiao, y.",14,6,5,2
4628,the cambridge structural database,scientific,0,ccdc 1451243: experimental crystal structure determination,2016,w brennessel," brennessel, william w.",327,18,10,2
4629,the cambridge structural database,scientific,0,ccdc 1451243: experimental crystal structure determination,2016,w jones," jones, william d.",156,27,10,2
4630,the cambridge structural database,scientific,0,ccdc 1441264: experimental crystal structure determination,2016,p das,"das, parthapratim",1,1,1,1
4631,the cambridge structural database,scientific,0,ccdc 1441264: experimental crystal structure determination,2016,t elder," elder, thomas",1,1,1,1
4632,the cambridge structural database,scientific,0,ccdc 1441264: experimental crystal structure determination,2016,w brennessel," brennessel, william w.",327,18,10,2
4633,the cambridge structural database,scientific,0,ccdc 1441264: experimental crystal structure determination,2016,s chmely," chmely, stephen c.",4,3,2,2
4634,the cambridge structural database,scientific,0,ccdc 1474231: experimental crystal structure determination,2016,l munjanja,"munjanja, lloyd",7,3,2,2
4635,the cambridge structural database,scientific,0,ccdc 1474231: experimental crystal structure determination,2016,c torres-lópez," torres-lópez, coralys",1,1,1,1
4636,the cambridge structural database,scientific,0,ccdc 1474231: experimental crystal structure determination,2016,w brennessel," brennessel, william w.",327,18,10,2
4637,the cambridge structural database,scientific,0,ccdc 1474231: experimental crystal structure determination,2016,w jones," jones, william d.",156,27,10,2
4638,the cambridge structural database,scientific,0,ccdc 1500110: experimental crystal structure determination,2016,f li,"li, feng",5,4,3,3
4639,the cambridge structural database,scientific,0,ccdc 1500110: experimental crystal structure determination,2016,l vangelder," vangelder, laurene.",8,5,2,2
4640,the cambridge structural database,scientific,0,ccdc 1500110: experimental crystal structure determination,2016,w brennessel," brennessel, william w.",327,18,10,2
4641,the cambridge structural database,scientific,0,ccdc 1500110: experimental crystal structure determination,2016,e matson," matson, ellen m.",22,7,2,2
4642,the cambridge structural database,scientific,0,ccdc 1494526: experimental crystal structure determination,2016,s muñoz iii,"muñoz iii, salvador b.",4,2,1,1
4643,the cambridge structural database,scientific,0,ccdc 1494526: experimental crystal structure determination,2016,s daifuku," daifuku, stephanie l.",16,7,3,2
4644,the cambridge structural database,scientific,0,ccdc 1494526: experimental crystal structure determination,2016,w brennessel," brennessel, william w.",327,18,10,2
4645,the cambridge structural database,scientific,0,ccdc 1494526: experimental crystal structure determination,2016,m neidig," neidig, michael l.",70,10,5,2
4646,the cambridge structural database,scientific,0,ccdc 1493005: experimental crystal structure determination,2016,m al-afyouni,"al-afyouni, malik h.",11,5,2,2
4647,the cambridge structural database,scientific,0,ccdc 1493005: experimental crystal structure determination,2016,k fillman," fillman, kathlyn l.",12,3,2,2
4648,the cambridge structural database,scientific,0,ccdc 1493005: experimental crystal structure determination,2016,w brennessel," brennessel, william w.",327,18,10,2
4649,the cambridge structural database,scientific,0,ccdc 1493005: experimental crystal structure determination,2016,m neidig," neidig, michael l.",70,10,5,2
4650,the cambridge structural database,scientific,0,ccdc 1488881: experimental crystal structure determination,2016,w liyanage,"liyanage, wathsala",4,3,3,2
4651,the cambridge structural database,scientific,0,ccdc 1488881: experimental crystal structure determination,2016,b nilsson," nilsson, bradley l.",6,5,4,2
4652,the cambridge structural database,scientific,0,ccdc 1025295: experimental crystal structure determination,2016,a gunay,"gunay, ahmet",9,7,3,2
4653,the cambridge structural database,scientific,0,ccdc 1025295: experimental crystal structure determination,2016,w brennessel," brennessel, william w.",327,18,10,2
4654,the cambridge structural database,scientific,0,ccdc 1025295: experimental crystal structure determination,2016,w jones," jones, william d.",156,27,10,2
4655,the cambridge structural database,scientific,0,ccdc 1439938: experimental crystal structure determination,2016,d spasyuk,"spasyuk, denis m.",1,1,1,1
4656,the cambridge structural database,scientific,0,ccdc 1439938: experimental crystal structure determination,2016,s carpenter," carpenter, stephanie h.",13,6,4,3
4657,the cambridge structural database,scientific,0,ccdc 1439938: experimental crystal structure determination,2016,c kefalidis," kefalidis, christos e.",1,1,1,1
4658,the cambridge structural database,scientific,0,ccdc 1439938: experimental crystal structure determination,2016,w piers," piers, warren e.",1,1,1,1
4659,the cambridge structural database,scientific,0,ccdc 1439938: experimental crystal structure determination,2016,m neidig," neidig, michael l.",70,10,5,2
4660,the cambridge structural database,scientific,0,ccdc 1439938: experimental crystal structure determination,2016,l maron," maron, laurent",1,1,1,1
4661,the cambridge structural database,scientific,0,ccdc 1476407: experimental crystal structure determination,2016,h wiltse,"wiltse, heather r.",2,1,2,2
4662,the cambridge structural database,scientific,0,ccdc 1476407: experimental crystal structure determination,2016,a johnson," johnson, alyssa n.",2,1,2,2
4663,the cambridge structural database,scientific,0,ccdc 1476407: experimental crystal structure determination,2016,r durand," durand, raphael j.",2,1,2,2
4664,the cambridge structural database,scientific,0,ccdc 1476407: experimental crystal structure determination,2016,w brennessel," brennessel, william",327,18,10,2
4665,the cambridge structural database,scientific,0,ccdc 1476407: experimental crystal structure determination,2016,r chin," chin, robert m.",17,12,3,2
4666,the cambridge structural database,scientific,0,ccdc 1448698: experimental crystal structure determination,2016,u das,"das, uttam k.",3,2,2,2
4667,the cambridge structural database,scientific,0,ccdc 1448698: experimental crystal structure determination,2016,s daifuku," daifuku, stephanie l.",16,7,3,2
4668,the cambridge structural database,scientific,0,ccdc 1448698: experimental crystal structure determination,2016,s gorelsky," gorelsky, serge i.",6,3,2,2
4669,the cambridge structural database,scientific,0,ccdc 1448698: experimental crystal structure determination,2016,i korobkov," korobkov, ilia",4,3,2,2
4670,the cambridge structural database,scientific,0,ccdc 1448698: experimental crystal structure determination,2016,m neidig," neidig, michael l.",70,10,5,2
4671,the cambridge structural database,scientific,0,ccdc 1448698: experimental crystal structure determination,2016,j le roy," le roy, jennifer j.",1,1,1,1
4672,the cambridge structural database,scientific,0,ccdc 1448698: experimental crystal structure determination,2016,m murugesu," murugesu, muralee",3,2,2,2
4673,the cambridge structural database,scientific,0,ccdc 1448698: experimental crystal structure determination,2016,r baker," baker, r. tom",5,3,4,3
4674,the cambridge structural database,scientific,0,ccdc 1445732: experimental crystal structure determination,2016,j kneebone,"kneebone, jared l.",12,5,3,2
4675,the cambridge structural database,scientific,0,ccdc 1445732: experimental crystal structure determination,2016,v fleischauer," fleischauer, valerie e.",10,4,4,2
4676,the cambridge structural database,scientific,0,ccdc 1445732: experimental crystal structure determination,2016,s daifuku," daifuku, stephanie l.",16,7,3,2
4677,the cambridge structural database,scientific,0,ccdc 1445732: experimental crystal structure determination,2016,a shaps," shaps, ari a.",3,2,2,2
4678,the cambridge structural database,scientific,0,ccdc 1445732: experimental crystal structure determination,2016,j bailey," bailey, joseph m.",2,1,2,2
4679,the cambridge structural database,scientific,0,ccdc 1445732: experimental crystal structure determination,2016,t iannuzzi," iannuzzi, theresa e.",6,2,3,2
4680,the cambridge structural database,scientific,0,ccdc 1445732: experimental crystal structure determination,2016,m neidig," neidig, michael l.",70,10,5,2
4681,american chemical society,scientific,34 chemical sciences; 34 chemical sciences; 3402 inorganic chemistry,"structural
distortions in me(sime<sub>3</sub>)<sub>2</sub><sub>3</sub> complexes
(m = group 15, f‑element; e
= n, ch): is three a crowd?",2015,n boyde,nicholas c. boyde,3,2,2,2
4682,american chemical society,scientific,34 chemical sciences; 34 chemical sciences; 3402 inorganic chemistry,"structural
distortions in me(sime<sub>3</sub>)<sub>2</sub><sub>3</sub> complexes
(m = group 15, f‑element; e
= n, ch): is three a crowd?",2015,s chmely," stephen
c. chmely",4,3,2,2
4683,american chemical society,scientific,34 chemical sciences; 34 chemical sciences; 3402 inorganic chemistry,"structural
distortions in me(sime<sub>3</sub>)<sub>2</sub><sub>3</sub> complexes
(m = group 15, f‑element; e
= n, ch): is three a crowd?",2015,t hanusa, timothy p. hanusa,12,7,3,2
4684,american chemical society,scientific,34 chemical sciences; 34 chemical sciences; 3402 inorganic chemistry,"structural
distortions in me(sime<sub>3</sub>)<sub>2</sub><sub>3</sub> complexes
(m = group 15, f‑element; e
= n, ch): is three a crowd?",2015,a rheingold," arnold
l. rheingold",5,4,2,2
4685,american chemical society,scientific,34 chemical sciences; 34 chemical sciences; 3402 inorganic chemistry,"structural
distortions in me(sime<sub>3</sub>)<sub>2</sub><sub>3</sub> complexes
(m = group 15, f‑element; e
= n, ch): is three a crowd?",2015,w brennessel," brennessel, william w.",327,18,10,2
4686,american chemical society,scientific,34 chemical sciences; 34 chemical sciences; 3402 inorganic chemistry,"activation
of b–h, si–h, and c–f
bonds with tp′rh(pme<sub>3</sub>) complexes: kinetics, mechanism,
and selectivity",2015,b procacci,barbara procacci,2,1,2,2
4687,american chemical society,scientific,34 chemical sciences; 34 chemical sciences; 3402 inorganic chemistry,"activation
of b–h, si–h, and c–f
bonds with tp′rh(pme<sub>3</sub>) complexes: kinetics, mechanism,
and selectivity",2015,y jiao, yunzhe jiao,14,6,5,2
4688,american chemical society,scientific,34 chemical sciences; 34 chemical sciences; 3402 inorganic chemistry,"activation
of b–h, si–h, and c–f
bonds with tp′rh(pme<sub>3</sub>) complexes: kinetics, mechanism,
and selectivity",2015,m evans," meagan
e. evans",16,7,5,3
4689,american chemical society,scientific,34 chemical sciences; 34 chemical sciences; 3402 inorganic chemistry,"activation
of b–h, si–h, and c–f
bonds with tp′rh(pme<sub>3</sub>) complexes: kinetics, mechanism,
and selectivity",2015,w jones, william d. jones,156,27,10,2
4690,american chemical society,scientific,34 chemical sciences; 34 chemical sciences; 3402 inorganic chemistry,"activation
of b–h, si–h, and c–f
bonds with tp′rh(pme<sub>3</sub>) complexes: kinetics, mechanism,
and selectivity",2015,r perutz, robin n. perutz,2,1,2,2
4691,american chemical society,scientific,34 chemical sciences; 34 chemical sciences; 3402 inorganic chemistry,"activation
of b–h, si–h, and c–f
bonds with tp′rh(pme<sub>3</sub>) complexes: kinetics, mechanism,
and selectivity",2015,a whitwood, adrian c. whitwood,2,1,2,2
4692,american chemical society,scientific,34 chemical sciences; 34 chemical sciences; 3402 inorganic chemistry,"alkali
metal control over n–n cleavage in iron
complexes",2015,k grubel,katarzyna grubel,7,3,2,2
4693,american chemical society,scientific,34 chemical sciences; 34 chemical sciences; 3402 inorganic chemistry,"alkali
metal control over n–n cleavage in iron
complexes",2015,w brennessel," william
w. brennessel",327,18,10,2
4694,american chemical society,scientific,34 chemical sciences; 34 chemical sciences; 3402 inorganic chemistry,"alkali
metal control over n–n cleavage in iron
complexes",2015,b mercado, brandon q. mercado,11,3,3,2
4695,american chemical society,scientific,34 chemical sciences; 34 chemical sciences; 3402 inorganic chemistry,"alkali
metal control over n–n cleavage in iron
complexes",2015,p holland, patrick l. holland,111,17,6,2
4696,american chemical society,scientific,34 chemical sciences; 34 chemical sciences; 3405 organic chemistry,"no acid required: 4π
and 6π electrocyclization
reactions of dienyl diketones for the synthesis of cyclopentenones
and 2<i>h</i>‑pyrans",2015,s jacob,"steven
d. jacob",2,1,2,2
4697,american chemical society,scientific,34 chemical sciences; 34 chemical sciences; 3405 organic chemistry,"no acid required: 4π
and 6π electrocyclization
reactions of dienyl diketones for the synthesis of cyclopentenones
and 2<i>h</i>‑pyrans",2015,j brooks, joshua l. brooks,4,2,2,2
4698,american chemical society,scientific,34 chemical sciences; 34 chemical sciences; 3405 organic chemistry,"no acid required: 4π
and 6π electrocyclization
reactions of dienyl diketones for the synthesis of cyclopentenones
and 2<i>h</i>‑pyrans",2015,a frontier, alison j. frontier,51,19,3,2
4699,american chemical society,scientific,31 biological sciences; 31 biological sciences; 3102 bioinformatics and computational biology,"bioinformatic and proteomic analysis of bulk histones
reveals ptm crosstalk and chromatin features",2015,c zhang,chunchao zhang,8,5,5,6
4700,american chemical society,scientific,31 biological sciences; 31 biological sciences; 3102 bioinformatics and computational biology,"bioinformatic and proteomic analysis of bulk histones
reveals ptm crosstalk and chromatin features",2015,s gao, shan gao,2,2,2,2
4701,american chemical society,scientific,31 biological sciences; 31 biological sciences; 3102 bioinformatics and computational biology,"bioinformatic and proteomic analysis of bulk histones
reveals ptm crosstalk and chromatin features",2015,a molascon," anthony
j. molascon",1,1,1,1
4702,american chemical society,scientific,31 biological sciences; 31 biological sciences; 3102 bioinformatics and computational biology,"bioinformatic and proteomic analysis of bulk histones
reveals ptm crosstalk and chromatin features",2015,z wang, zhe wang,6,4,4,3
4703,american chemical society,scientific,31 biological sciences; 31 biological sciences; 3102 bioinformatics and computational biology,"bioinformatic and proteomic analysis of bulk histones
reveals ptm crosstalk and chromatin features",2015,m gorovsky, martin a. gorovsky,3,3,3,2
4704,american chemical society,scientific,31 biological sciences; 31 biological sciences; 3102 bioinformatics and computational biology,"bioinformatic and proteomic analysis of bulk histones
reveals ptm crosstalk and chromatin features",2015,y liu, yifan liu,9,7,8,6
4705,american chemical society,scientific,31 biological sciences; 31 biological sciences; 3102 bioinformatics and computational biology,"bioinformatic and proteomic analysis of bulk histones
reveals ptm crosstalk and chromatin features",2015,p andrews, philip c. andrews,1,1,1,1
4706,american chemical society,scientific,34 chemical sciences; 34 chemical sciences; 3402 inorganic chemistry,"synthesis, spectroscopy, and hydrogen/deuterium exchange
in high-spin iron(ii) hydride complexes",2015,t dugan,"thomas
r. dugan",18,7,4,2
4707,american chemical society,scientific,34 chemical sciences; 34 chemical sciences; 3402 inorganic chemistry,"synthesis, spectroscopy, and hydrogen/deuterium exchange
in high-spin iron(ii) hydride complexes",2015,e bill, eckhard bill,27,10,2,2
4708,american chemical society,scientific,34 chemical sciences; 34 chemical sciences; 3402 inorganic chemistry,"synthesis, spectroscopy, and hydrogen/deuterium exchange
in high-spin iron(ii) hydride complexes",2015,k macleod, k. cory macleod,4,4,2,2
4709,american chemical society,scientific,34 chemical sciences; 34 chemical sciences; 3402 inorganic chemistry,"synthesis, spectroscopy, and hydrogen/deuterium exchange
in high-spin iron(ii) hydride complexes",2015,w brennessel," brennessel, william w.",327,18,10,2
4710,american chemical society,scientific,34 chemical sciences; 34 chemical sciences; 3402 inorganic chemistry,"synthesis, spectroscopy, and hydrogen/deuterium exchange
in high-spin iron(ii) hydride complexes",2015,p holland, patrick l. holland,111,17,6,2
4711,public library of science,scientific,31 biological sciences; 31 biological sciences; 3102 bioinformatics and computational biology,mirge - a multiplexed method of processing small rna-seq data to determine microrna entropy,2015,a baras,alexander s. baras,3,3,3,2
4712,public library of science,scientific,31 biological sciences; 31 biological sciences; 3102 bioinformatics and computational biology,mirge - a multiplexed method of processing small rna-seq data to determine microrna entropy,2015,c mitchell, christopher j. mitchell,1,1,1,1
4713,public library of science,scientific,31 biological sciences; 31 biological sciences; 3102 bioinformatics and computational biology,mirge - a multiplexed method of processing small rna-seq data to determine microrna entropy,2015,j myers, jason r. myers,4,3,3,3
4714,public library of science,scientific,31 biological sciences; 31 biological sciences; 3102 bioinformatics and computational biology,mirge - a multiplexed method of processing small rna-seq data to determine microrna entropy,2015,s gupta, simone gupta,2,2,2,1
4715,public library of science,scientific,31 biological sciences; 31 biological sciences; 3102 bioinformatics and computational biology,mirge - a multiplexed method of processing small rna-seq data to determine microrna entropy,2015,l weng, lien-chun weng,1,1,1,1
4716,public library of science,scientific,31 biological sciences; 31 biological sciences; 3102 bioinformatics and computational biology,mirge - a multiplexed method of processing small rna-seq data to determine microrna entropy,2015,j ashton, john m. ashton,4,3,4,3
4717,public library of science,scientific,31 biological sciences; 31 biological sciences; 3102 bioinformatics and computational biology,mirge - a multiplexed method of processing small rna-seq data to determine microrna entropy,2015,t cornish, toby c. cornish,2,2,2,1
4718,public library of science,scientific,31 biological sciences; 31 biological sciences; 3102 bioinformatics and computational biology,mirge - a multiplexed method of processing small rna-seq data to determine microrna entropy,2015,a pandey, akhilesh pandey,1,1,1,1
4719,public library of science,scientific,31 biological sciences; 31 biological sciences; 3102 bioinformatics and computational biology,mirge - a multiplexed method of processing small rna-seq data to determine microrna entropy,2015,m halushka, marc k. halushka,3,3,3,2
4720,public library of science,scientific,49 mathematical sciences; 49 mathematical sciences; 4901 applied mathematics,correlations based on condition-level similarity matrices formed by averaging subject-level matrices for the subjects belonging to each condition.,2015,g erdogan,goker erdogan,1,1,1,1
4721,public library of science,scientific,49 mathematical sciences; 49 mathematical sciences; 4901 applied mathematics,correlations based on condition-level similarity matrices formed by averaging subject-level matrices for the subjects belonging to each condition.,2015,i yildirim, ilker yildirim,1,1,1,1
4722,public library of science,scientific,49 mathematical sciences; 49 mathematical sciences; 4901 applied mathematics,correlations based on condition-level similarity matrices formed by averaging subject-level matrices for the subjects belonging to each condition.,2015,r jacobs, robert a. jacobs,1,1,1,1
4723,american chemical society,scientific,34 chemical sciences; 34 chemical sciences; 3402 inorganic chemistry,"a single nickel catalyst for the acceptorless dehydrogenation
of alcohols and hydrogenation of carbonyl compounds",2015,s chakraborty,sumit chakraborty,14,5,4,2
4724,american chemical society,scientific,34 chemical sciences; 34 chemical sciences; 3402 inorganic chemistry,"a single nickel catalyst for the acceptorless dehydrogenation
of alcohols and hydrogenation of carbonyl compounds",2015,p piszel," paige
e. piszel",2,1,2,2
4725,american chemical society,scientific,34 chemical sciences; 34 chemical sciences; 3402 inorganic chemistry,"a single nickel catalyst for the acceptorless dehydrogenation
of alcohols and hydrogenation of carbonyl compounds",2015,w brennessel," brennessel, william w.",327,18,10,2
4726,american chemical society,scientific,34 chemical sciences; 34 chemical sciences; 3402 inorganic chemistry,"a single nickel catalyst for the acceptorless dehydrogenation
of alcohols and hydrogenation of carbonyl compounds",2015,w jones, william d. jones,156,27,10,2
4727,public library of science,scientific,31 biological sciences; 31 biological sciences; 3101 biochemistry and cell biology; 3105 genetics,members of the <i>rad52</i> epistasis group contribute to mitochondrial homologous recombination and double-strand break repair in <i>saccharomyces cerevisiae</i>,2015,a stein,alexis stein,4,3,2,2
4728,public library of science,scientific,31 biological sciences; 31 biological sciences; 3101 biochemistry and cell biology; 3105 genetics,members of the <i>rad52</i> epistasis group contribute to mitochondrial homologous recombination and double-strand break repair in <i>saccharomyces cerevisiae</i>,2015,l kalifa, lidza kalifa,1,1,1,1
4729,public library of science,scientific,31 biological sciences; 31 biological sciences; 3101 biochemistry and cell biology; 3105 genetics,members of the <i>rad52</i> epistasis group contribute to mitochondrial homologous recombination and double-strand break repair in <i>saccharomyces cerevisiae</i>,2015,e sia, elaine a. sia,1,1,1,1
4730,public library of science,scientific,40 engineering; 42 health sciences; 4207 sports science and exercise,difference between the means from the left and right staircases from each block as measured in terms of peak velocity.,2015,s rosenblatt,steven david rosenblatt,1,1,1,1
4731,public library of science,scientific,40 engineering; 42 health sciences; 4207 sports science and exercise,difference between the means from the left and right staircases from each block as measured in terms of peak velocity.,2015,b crane, benjamin thomas crane,3,2,3,2
4732,public library of science,scientific,37 earth sciences; 3704 geoinformatics; 46 information and computing sciences,development of an agent-based model (abm) to simulate the immune system and integration of a regression method to estimate the key abm parameters by fitting the experimental data,2015,x tong,xuming tong,1,1,1,1
4733,public library of science,scientific,37 earth sciences; 3704 geoinformatics; 46 information and computing sciences,development of an agent-based model (abm) to simulate the immune system and integration of a regression method to estimate the key abm parameters by fitting the experimental data,2015,j chen, jinghang chen,3,3,3,1
4734,public library of science,scientific,37 earth sciences; 3704 geoinformatics; 46 information and computing sciences,development of an agent-based model (abm) to simulate the immune system and integration of a regression method to estimate the key abm parameters by fitting the experimental data,2015,h miao, hongyu miao,2,2,2,2
4735,public library of science,scientific,37 earth sciences; 3704 geoinformatics; 46 information and computing sciences,development of an agent-based model (abm) to simulate the immune system and integration of a regression method to estimate the key abm parameters by fitting the experimental data,2015,t li, tingting li,12,6,6,3
4736,public library of science,scientific,37 earth sciences; 3704 geoinformatics; 46 information and computing sciences,development of an agent-based model (abm) to simulate the immune system and integration of a regression method to estimate the key abm parameters by fitting the experimental data,2015,l zhang, le zhang,4,3,2,2
4737,public library of science,scientific,31 biological sciences; 31 biological sciences; 3105 genetics,mapping of craniofacial traits in outbred mice identifies major developmental genes involved in shape determination,2015,l pallares,luisa f. pallares,1,1,1,1
4738,public library of science,scientific,31 biological sciences; 31 biological sciences; 3105 genetics,mapping of craniofacial traits in outbred mice identifies major developmental genes involved in shape determination,2015,p carbonetto, peter carbonetto,1,1,1,1
